16, 0.29100, 0.37400, 0.56400, 0.94400, 24.74800, 0.85312
18, 0.29800, 0.47300, 0.74800, 1.19800, 13.76300, 1.03319
20, 0.31100, 0.57100, 0.98700, 1.68900, 28.66600, 1.38710
22, 0.32300, 0.71100, 1.32300, 2.46600, 24.31400, 1.91381
24, 0.35100, 0.94900, 1.89600, 3.62000, 56.05200, 2.80055
26, 0.34800, 1.20400, 2.54300, 4.85700, 69.25400, 3.74348
28, 0.37500, 1.70600, 3.65800, 7.18200, 221.69400, 5.50023
30, 0.37700, 2.29900, 5.07600, 10.21500, 130.28900, 7.72357
32, 0.39300, 3.21700, 7.39400, 14.77300, 164.04100, 11.20454
34, 0.41900, 4.50300, 10.49800, 21.32100, 403.45300, 16.03387
36, 0.41700, 6.35700, 14.75900, 29.20800, 565.95300, 22.54364
38, 0.44700, 9.04100, 21.26100, 42.10300, 506.66500, 32.01105
40, 0.45600, 12.66800, 29.92300, 63.13600, 699.28100, 46.34245
42, 0.48900, 18.46600, 44.36400, 88.14000, 1436.48600, 66.14169
44, 0.48200, 26.25200, 62.35500, 126.40900, 1917.29300, 95.03686
46, 0.51900, 35.93500, 87.68800, 182.95800, 1642.13400, 134.93996
48, 0.53700, 51.38800, 126.71400, 263.34400, 3470.37500, 195.70986
50, 0.57100, 75.46300, 181.72600, 381.27000, 6009.06500, 281.15542
52, 0.57400, 112.98000, 272.12300, 543.31300, 8249.12000, 405.80789
54, 0.57700, 159.88800, 383.41100, 783.62500, 7977.15300, 580.60707
56, 0.62000, 230.62500, 545.03800, 1117.19000, 12440.02100, 833.27584
58, 0.60400, 333.63000, 804.78000, 1643.37300, 16382.45300, 1214.01016
60, 1.05000, 752.76100, 1930.57600, 4348.05400, 50685.42300, 3336.39816
62, 1.65100, 1651.64900, 3972.06300, 8077.27600, 82492.41800, 5973.90833
64, 2.52000, 2177.23900, 5547.18800, 11276.20000, 92825.90900, 8267.42551
66, 2.38300, 3381.10500, 8311.17400, 16514.57600, 169999.11300, 12127.23213
68, 1.90700, 4899.93300, 11781.85800, 23749.68500, 209292.65000, 17527.10579
70, 3.01100, 7008.19100, 16948.26700, 34342.61100, 477405.89300, 25061.17780
72, 3.40700, 9923.72100, 24391.71200, 49413.80800, 370100.82900, 36283.10629
74, 2.23000, 14517.05500, 35288.59600, 71866.96300, 648869.15900, 52776.23138
76, 2.58000, 19937.72500, 48224.47200, 100660.39200, 809212.37600, 73218.99039
